Row,1,2,3,4,5,6,7,8,9,10,11,13,15,17,19,21,30,40,50
1,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952
2,0.9375,0.903225806451613,0.903225806451613,0.903225806451613,0.875,0.875,0.875,0.866666666666667,0.96969696969697,0.9375,0.9375,0.96969696969697,0.96969696969697,0.96969696969697,0.96969696969697,0.96969696969697,0.96969696969697,0.9375,0.9375
3,0.947368421052632,0.947368421052632,0.9,0.888888888888889,0.842105263157895,0.842105263157895,0.842105263157895,0.941176470588235,1,1,1,1,1,1,1,1,1,1,1
